"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"37997","7729538-0024","7729538","employing a simultaneous segmentation and recognition process to recognize the at least one entity in the input based at least in part on a predetermined proximity threshold between respective strokes associated with the input, wherein strokes are associated with the at least one entity when distance between convex hulls of respective strokes is less than the predetermined proximity threshold, and a predetermined number of strokes per entity, and further wherein the simultaneous segmentation and recognition process comprises:","24","35","43","2","1",1
"37998","7729538-0024","7729538","linking strokes of the input in a graph to form connected subgraphs;","24","43","44","3","1",1
"37999","7729538-0024","7729538","applying a search method over the connected subgraphs of the proximity graph to determine an optimal decomposition; and","24","43","45","3","1",1
"38000","7729538-0024","7729538","recognizing the optimal decomposition via employment of a classifier, wherein the search method employs an optimization method comprising:","24","43","46","3","1",1
"38001","7729538-0024","7729538","utilizing a cost optimization function to facilitate in segmentation and recognition to determine an optimum grouping and labeling according to:","24","46","47","4","1",1
"38002","7729538-0024","7729538"," c({vi})=φ(r(v1),r(v2), . . . , r(vn));","24","47","48","5","1",1
"38003","7729538-0024","7729538","where vi is a subset of vertices which form a decomposition of an input, r is a best recognition result for the set of vertices, the function φ is a combination cost, and c represents an overall cost of a particular grouping {vi},","24","46","49","4","1",1
"38004","7729538-0024","7729538","wherein the segmentation and recognition process further provides for subsequent correction of the one or more strokes associated with the input generated in a non-linear sequence in time.","24","46","50","4","1",1
"38347","7758049-0008","7758049","8. an entertainment machine comprising:","8","0","28","1","2",2
"38348","7758049-0008","7758049","a data processor;","8","28","29","2","2",2
"38349","7758049-0008","7758049","a memory in communication with the data processor;","8","28","30","2","2",2
"38350","7758049-0008","7758049","a primary display in communication with the data processor; and","8","28","31","2","2",2
"38351","7758049-0008","7758049","a user interface having at least one input, wherein the at least one input is in communication with the data processor, thus allowing a user to interface with the data processor, and wherein the data processor is configured to accomplish the steps of:","8","28","32","2","2",2
"38352","7758049-0008","7758049","displaying a representation of a roulette wheel on the primary display;","8","32","33","3","2",2
"38353","7758049-0008","7758049","displaying a prior winning number of a roulette spin;","8","32","34","3","2",2
"38354","7758049-0008","7758049","storing the prior winning number in the memory;","8","32","35","3","2",2
"38355","7758049-0008","7758049","generating the odds that the winning number generated by the spin of the roulette wheel will be higher or lower than the winning number of the preceding spin;","8","32","36","3","2",2
"38356","7758049-0008","7758049","receiving an input from the user interface, wherein the input is indicative of a wager placed by a user with a house on whether a winning number of a spin of the roulette wheel will be higher than the prior winning number, lower than the prior winning number, or equal to the prior winning number;","8","32","37","3","2",2
"38357","7758049-0008","7758049","handicapping the return on the at least one wager such that the handicapped return favors said house, in the form of a house-edged return;","8","32","38","3","2",2
